inference_mode,formulation,reading_index,start_reading,end_reading,t,k,y,outlier_flag,outlier_adjustment_w,cleaned_y
robust,opt,453,452,452,46,3,4.8,0,0.0,4.8
robust,opt,454,453,453,46,4,2.4,0,0.0,2.4
robust,opt,455,454,454,46,5,3.0,0,0.0,3.0
robust,opt,456,455,455,46,6,2.2,0,0.0,2.2
robust,opt,457,456,456,46,7,3.4,0,0.0,3.4
robust,opt,458,457,457,46,8,3.5,0,0.0,3.5
robust,opt,459,458,458,46,9,5.0,0,0.0,5.0
robust,opt,460,459,459,46,10,4.3,0,0.0,4.3
robust,opt,461,460,460,47,1,18.1,1,12.155803399692765,5.944196600307237
robust,opt,462,461,461,47,2,9.5,0,0.0,9.5
robust,opt,463,462,462,47,3,4.8,0,0.0,4.8
robust,opt,464,463,463,47,4,7.1,0,0.0,7.1
robust,opt,465,464,464,47,5,8.2,0,0.0,8.2
robust,opt,466,465,465,47,6,5.8,0,0.0,5.8
robust,opt,467,466,466,47,7,6.5,0,0.0,6.5
robust,opt,468,467,467,47,8,4.3,0,0.0,4.3
robust,opt,469,468,468,47,9,17.0,1,11.055803399692763,5.944196600307237
robust,opt,470,469,469,47,10,7.3,0,0.0,7.3
robust,opt,471,470,470,48,1,5.3,0,0.0,5.3
robust,opt,472,471,471,48,2,3.7,0,0.0,3.7
robust,opt,473,472,472,48,3,4.1,0,0.0,4.1
robust,opt,474,473,473,48,4,4.0,0,0.0,4.0
robust,opt,475,474,474,48,5,4.8,0,0.0,4.8
robust,opt,476,475,475,48,6,4.8,0,0.0,4.8
robust,opt,477,476,476,48,7,3.9,0,0.0,3.9
robust,opt,478,477,477,48,8,3.1,0,0.0,3.1
robust,opt,479,478,478,48,9,4.0,0,0.0,4.0
robust,opt,480,479,479,48,10,5.0,0,0.0,5.0
robust,opt,481,480,480,49,1,4.5,0,0.0,4.5
robust,opt,482,481,481,49,2,2.4,0,0.0,2.4
robust,opt,483,482,482,49,3,3.3,0,0.0,3.3
robust,opt,484,483,483,49,4,3.5,0,0.0,3.5
robust,opt,485,484,484,49,5,3.2,0,0.0,3.2
robust,opt,486,485,485,49,6,3.0,0,0.0,3.0
robust,opt,487,486,486,49,7,3.5,0,0.0,3.5
robust,opt,488,487,487,49,8,5.5,0,0.0,5.5
robust,opt,489,488,488,49,9,3.8,0,0.0,3.8
robust,opt,490,489,489,49,10,4.5,0,0.0,4.5
robust,opt,491,490,490,50,1,3.5,0,0.0,3.5
robust,opt,492,491,491,50,2,1.6,0,0.0,1.6
robust,opt,493,492,492,50,3,3.6,0,0.0,3.6
robust,opt,494,493,493,50,4,3.4,0,0.0,3.4
robust,opt,495,494,494,50,5,3.7,0,0.0,3.7
robust,opt,496,495,495,50,6,3.2,0,0.0,3.2
robust,opt,497,496,496,50,7,1.4,0,0.0,1.4
robust,opt,498,497,497,50,8,3.6,0,0.0,3.6
robust,opt,499,498,498,50,9,2.9,0,0.0,2.9
robust,opt,500,499,499,50,10,5.7,0,0.0,5.7
robust,opt,501,500,500,51,1,5.1,0,0.0,5.1
robust,opt,502,501,501,51,2,2.4,0,0.0,2.4
robust,opt,503,502,502,51,3,5.3,0,0.0,5.3
robust,opt,504,503,503,51,4,4.4,0,0.0,4.4
robust,opt,505,504,504,51,5,3.0,0,0.0,3.0
robust,opt,506,505,505,51,6,4.3,0,0.0,4.3
robust,opt,507,506,506,51,7,3.8,0,0.0,3.8
robust,opt,508,507,507,51,8,3.8,0,0.0,3.8
robust,opt,509,508,508,51,9,1.5,0,0.0,1.5
robust,opt,510,509,509,51,10,4.6,0,0.0,4.6
robust,opt,511,510,510,52,1,3.1,0,0.0,3.1
robust,opt,512,511,511,52,2,3.0,0,0.0,3.0
robust,opt,513,512,512,52,3,3.5,0,0.0,3.5
robust,opt,514,513,513,52,4,2.0,0,0.0,2.0
robust,opt,515,514,514,52,5,3.0,0,0.0,3.0
robust,opt,516,515,515,52,6,4.6,0,0.0,4.6
robust,opt,517,516,516,52,7,2.1,0,0.0,2.1
robust,opt,518,517,517,52,8,4.4,0,0.0,4.4
robust,opt,519,518,518,52,9,3.2,0,0.0,3.2
robust,opt,520,519,519,52,10,2.8,0,0.0,2.8
robust,opt,521,520,520,53,1,1.6,0,0.0,1.6
robust,opt,522,521,521,53,2,2.7,0,0.0,2.7
robust,opt,523,522,522,53,3,3.2,0,0.0,3.2
robust,opt,524,523,523,53,4,1.7,0,0.0,1.7
robust,opt,525,524,524,53,5,5.0,0,0.0,5.0
robust,opt,526,525,525,53,6,2.9,0,0.0,2.9
robust,opt,527,526,526,53,7,2.3,0,0.0,2.3
robust,opt,528,527,527,53,8,1.7,0,0.0,1.7
robust,opt,529,528,528,53,9,3.7,0,0.0,3.7
robust,opt,530,529,529,53,10,2.8,0,0.0,2.8
robust,opt,531,530,530,54,1,2.4,0,0.0,2.4
robust,opt,532,531,531,54,2,4.1,0,0.0,4.1
robust,opt,533,532,532,54,3,2.3,0,0.0,2.3
robust,opt,534,533,533,54,4,1.8,0,0.0,1.8
robust,opt,535,534,534,54,5,3.7,0,0.0,3.7
robust,opt,536,535,535,54,6,2.5,0,0.0,2.5
robust,opt,537,536,536,54,7,2.3,0,0.0,2.3
robust,opt,538,537,537,54,8,2.5,0,0.0,2.5
robust,opt,539,538,538,54,9,3.9,0,0.0,3.9
robust,opt,540,539,539,54,10,3.2,0,0.0,3.2
robust,opt,541,540,540,55,1,1.5,0,0.0,1.5
robust,opt,542,541,541,55,2,1.8,0,0.0,1.8
robust,opt,543,542,542,55,3,2.8,0,0.0,2.8
robust,opt,544,543,543,55,4,5.0,0,0.0,5.0
robust,opt,545,544,544,55,5,2.8,0,0.0,2.8
robust,opt,546,545,545,55,6,2.2,0,0.0,2.2
robust,opt,547,546,546,55,7,2.2,0,0.0,2.2
robust,opt,548,547,547,55,8,4.1,0,0.0,4.1
robust,opt,549,548,548,55,9,2.1,0,0.0,2.1
robust,opt,550,549,549,55,10,3.1,0,0.0,3.1
robust,opt,551,550,550,56,1,3.2,0,0.0,3.2
robust,opt,552,551,551,56,2,3.5,0,0.0,3.5
robust,opt,553,552,552,56,3,2.9,0,0.0,2.9
robust,opt,554,553,553,56,4,2.0,0,0.0,2.0
robust,opt,555,554,554,56,5,2.6,0,0.0,2.6
robust,opt,556,555,555,56,6,3.0,0,0.0,3.0
robust,opt,557,556,556,56,7,2.3,0,0.0,2.3
robust,opt,558,557,557,56,8,4.6,0,0.0,4.6
robust,opt,559,558,558,56,9,3.0,0,0.0,3.0
robust,opt,560,559,559,56,10,3.2,0,0.0,3.2
robust,opt,561,560,560,57,1,2.1,0,0.0,2.1
robust,opt,562,561,561,57,2,2.8,0,0.0,2.8
robust,opt,563,562,562,57,3,4.4,0,0.0,4.4
robust,opt,564,563,563,57,4,2.2,0,0.0,2.2
robust,opt,565,564,564,57,5,3.4,0,0.0,3.4
robust,opt,566,565,565,57,6,3.3,0,0.0,3.3
robust,opt,567,566,566,57,7,3.3,0,0.0,3.3
robust,opt,568,567,567,57,8,3.1,0,0.0,3.1
robust,opt,569,568,568,57,9,4.5,0,0.0,4.5
robust,opt,570,569,569,57,10,3.9,0,0.0,3.9
robust,opt,571,570,570,58,1,3.0,0,0.0,3.0
robust,opt,572,571,571,58,2,2.8,0,0.0,2.8
robust,opt,573,572,572,58,3,4.0,0,0.0,4.0
robust,opt,574,573,573,58,4,3.3,0,0.0,3.3
robust,opt,575,574,574,58,5,3.0,0,0.0,3.0
robust,opt,576,575,575,58,6,3.2,0,0.0,3.2
robust,opt,577,576,576,58,7,3.2,0,0.0,3.2
robust,opt,578,577,577,58,8,2.0,0,0.0,2.0
robust,opt,579,578,578,58,9,1.8,0,0.0,1.8
robust,opt,580,579,579,58,10,2.1,0,0.0,2.1
robust,opt,581,580,580,59,1,3.3,0,0.0,3.3
robust,opt,582,581,581,59,2,3.5,0,0.0,3.5
robust,opt,583,582,582,59,3,2.0,0,0.0,2.0
robust,opt,584,583,583,59,4,2.4,0,0.0,2.4
robust,opt,585,584,584,59,5,4.3,0,0.0,4.3
robust,opt,586,585,585,59,6,3.5,0,0.0,3.5
robust,opt,587,586,586,59,7,4.5,0,0.0,4.5
robust,opt,588,587,587,59,8,3.0,0,0.0,3.0
robust,opt,589,588,588,59,9,4.4,0,0.0,4.4
robust,opt,590,589,589,59,10,4.2,0,0.0,4.2
robust,opt,591,590,590,60,1,2.6,0,0.0,2.6
robust,opt,592,591,591,60,2,3.2,0,0.0,3.2
robust,opt,593,592,592,60,3,3.7,0,0.0,3.7
robust,opt,594,593,593,60,4,2.6,0,0.0,2.6
robust,opt,595,594,594,60,5,2.6,0,0.0,2.6
robust,opt,596,595,595,60,6,2.2,0,0.0,2.2
robust,opt,597,596,596,60,7,2.7,0,0.0,2.7
robust,opt,598,597,597,60,8,3.7,0,0.0,3.7
robust,opt,599,598,598,60,9,4.5,0,0.0,4.5
robust,opt,600,599,599,60,10,3.1,0,0.0,3.1
robust,opt,601,600,600,61,1,2.9,0,0.0,2.9
robust,opt,602,601,601,61,2,3.7,0,0.0,3.7
robust,opt,603,602,602,61,3,2.9,0,0.0,2.9
robust,opt,604,603,603,61,4,2.9,0,0.0,2.9
robust,opt,605,604,604,61,5,3.3,0,0.0,3.3
robust,opt,606,605,605,61,6,3.3,0,0.0,3.3
robust,opt,607,606,606,61,7,4.0,0,0.0,4.0
robust,opt,608,607,607,61,8,5.9,0,0.0,5.9
robust,opt,609,608,608,61,9,3.6,0,0.0,3.6
robust,opt,610,609,609,61,10,5.3,0,0.0,5.3
robust,opt,611,610,610,62,1,2.6,0,0.0,2.6
robust,opt,612,611,611,62,2,2.7,0,0.0,2.7
robust,opt,613,612,612,62,3,3.7,0,0.0,3.7
robust,opt,614,613,613,62,4,2.2,0,0.0,2.2
robust,opt,615,614,614,62,5,2.5,0,0.0,2.5
robust,opt,616,615,615,62,6,1.8,0,0.0,1.8
robust,opt,617,616,616,62,7,2.2,0,0.0,2.2
robust,opt,618,617,617,62,8,3.1,0,0.0,3.1
robust,opt,619,618,618,62,9,2.1,0,0.0,2.1
robust,opt,620,619,619,62,10,3.3,0,0.0,3.3
robust,opt,621,620,620,63,1,1.9,0,0.0,1.9
robust,opt,622,621,621,63,2,5.0,0,0.0,5.0
robust,opt,623,622,622,63,3,4.0,0,0.0,4.0
robust,opt,624,623,623,63,4,3.8,0,0.0,3.8
robust,opt,625,624,624,63,5,4.2,0,0.0,4.2
robust,opt,626,625,625,63,6,2.2,0,0.0,2.2
robust,opt,627,626,626,63,7,3.0,0,0.0,3.0
robust,opt,628,627,627,63,8,3.6,0,0.0,3.6
robust,opt,629,628,628,63,9,4.0,0,0.0,4.0
robust,opt,630,629,629,63,10,2.8,0,0.0,2.8
robust,opt,631,630,630,64,1,2.6,0,0.0,2.6
robust,opt,632,631,631,64,2,3.0,0,0.0,3.0
robust,opt,633,632,632,64,3,5.1,0,0.0,5.1
robust,opt,634,633,633,64,4,4.1,0,0.0,4.1
robust,opt,635,634,634,64,5,2.4,0,0.0,2.4
robust,opt,636,635,635,64,6,3.6,0,0.0,3.6
robust,opt,637,636,636,64,7,2.7,0,0.0,2.7
robust,opt,638,637,637,64,8,3.9,0,0.0,3.9
robust,opt,639,638,638,64,9,1.9,0,0.0,1.9
robust,opt,640,639,639,64,10,4.7,0,0.0,4.7
robust,opt,641,640,640,65,1,4.4,0,0.0,4.4
robust,opt,642,641,641,65,2,3.6,0,0.0,3.6
robust,opt,643,642,642,65,3,3.0,0,0.0,3.0
robust,opt,644,643,643,65,4,3.7,0,0.0,3.7
robust,opt,645,644,644,65,5,3.4,0,0.0,3.4
robust,opt,646,645,645,65,6,3.7,0,0.0,3.7
robust,opt,647,646,646,65,7,2.7,0,0.0,2.7
robust,opt,648,647,647,65,8,2.4,0,0.0,2.4
robust,opt,649,648,648,65,9,3.5,0,0.0,3.5
robust,opt,650,649,649,65,10,2.3,0,0.0,2.3
robust,opt,651,650,650,66,1,3.5,0,0.0,3.5
robust,opt,652,651,651,66,2,2.6,0,0.0,2.6
robust,opt,653,652,652,66,3,3.8,0,0.0,3.8
robust,opt,654,653,653,66,4,3.0,0,0.0,3.0
robust,opt,655,654,654,66,5,3.0,0,0.0,3.0
robust,opt,656,655,655,66,6,2.5,0,0.0,2.5
robust,opt,657,656,656,66,7,4.6,0,0.0,4.6
robust,opt,658,657,657,66,8,4.1,0,0.0,4.1
robust,opt,659,658,658,66,9,4.3,0,0.0,4.3
robust,opt,660,659,659,66,10,4.1,0,0.0,4.1
robust,opt,661,660,660,67,1,4.1,0,0.0,4.1
robust,opt,662,661,661,67,2,1.8,0,0.0,1.8
robust,opt,663,662,662,67,3,4.4,0,0.0,4.4
robust,opt,664,663,663,67,4,3.2,0,0.0,3.2
robust,opt,665,664,664,67,5,4.4,0,0.0,4.4
robust,opt,666,665,665,67,6,3.2,0,0.0,3.2
robust,opt,667,666,666,67,7,3.2,0,0.0,3.2
robust,opt,668,667,667,67,8,1.6,0,0.0,1.6
robust,opt,669,668,668,67,9,3.7,0,0.0,3.7
robust,opt,670,669,669,67,10,2.3,0,0.0,2.3
robust,opt,671,670,670,68,1,2.4,0,0.0,2.4
robust,opt,672,671,671,68,2,5.3,0,0.0,5.3
robust,opt,673,672,672,68,3,3.6,0,0.0,3.6
robust,opt,674,673,673,68,4,6.1,0,0.0,6.1
robust,opt,675,674,674,68,5,2.2,0,0.0,2.2
robust,opt,676,675,675,68,6,3.4,0,0.0,3.4
robust,opt,677,676,676,68,7,2.9,0,0.0,2.9
robust,opt,678,677,677,68,8,2.3,0,0.0,2.3
robust,opt,679,678,678,68,9,2.5,0,0.0,2.5
robust,opt,680,679,679,68,10,2.1,0,0.0,2.1
robust,opt,681,680,680,69,1,2.7,0,0.0,2.7
robust,opt,682,681,681,69,2,1.9,0,0.0,1.9
robust,opt,683,682,682,69,3,1.9,0,0.0,1.9
robust,opt,684,683,683,69,4,2.1,0,0.0,2.1
robust,opt,685,684,684,69,5,4.2,0,0.0,4.2
robust,opt,686,685,685,69,6,3.8,0,0.0,3.8
robust,opt,687,686,686,69,7,3.4,0,0.0,3.4
robust,opt,688,687,687,69,8,4.4,0,0.0,4.4
robust,opt,689,688,688,69,9,3.8,0,0.0,3.8
robust,opt,690,689,689,69,10,2.0,0,0.0,2.0
robust,opt,691,690,690,70,1,3.0,0,0.0,3.0
robust,opt,692,691,691,70,2,3.2,0,0.0,3.2
robust,opt,693,692,692,70,3,3.0,0,0.0,3.0
robust,opt,694,693,693,70,4,2.5,0,0.0,2.5
robust,opt,695,694,694,70,5,3.0,0,0.0,3.0
robust,opt,696,695,695,70,6,4.0,0,0.0,4.0
robust,opt,697,696,696,70,7,5.1,0,0.0,5.1
robust,opt,698,697,697,70,8,1.7,0,0.0,1.7
robust,opt,699,698,698,70,9,2.0,0,0.0,2.0
robust,opt,700,699,699,70,10,2.5,0,0.0,2.5
robust,opt,701,700,700,71,1,2.6,0,0.0,2.6
robust,opt,702,701,701,71,2,3.4,0,0.0,3.4
robust,opt,703,702,702,71,3,1.5,0,0.0,1.5
robust,opt,704,703,703,71,4,1.6,0,0.0,1.6
robust,opt,705,704,704,71,5,3.1,0,0.0,3.1
robust,opt,706,705,705,71,6,5.0,0,0.0,5.0
robust,opt,707,706,706,71,7,3.5,0,0.0,3.5
robust,opt,708,707,707,71,8,2.4,0,0.0,2.4
robust,opt,709,708,708,71,9,2.3,0,0.0,2.3
robust,opt,710,709,709,71,10,4.1,0,0.0,4.1
robust,opt,711,710,710,72,1,2.7,0,0.0,2.7
robust,opt,712,711,711,72,2,4.4,0,0.0,4.4
robust,opt,713,712,712,72,3,2.1,0,0.0,2.1
robust,opt,714,713,713,72,4,3.7,0,0.0,3.7
robust,opt,715,714,714,72,5,2.8,0,0.0,2.8
robust,opt,716,715,715,72,6,3.5,0,0.0,3.5
robust,opt,717,716,716,72,7,3.1,0,0.0,3.1
robust,opt,718,717,717,72,8,3.6,0,0.0,3.6
robust,opt,719,718,718,72,9,5.1,0,0.0,5.1
robust,opt,720,719,719,72,10,2.5,0,0.0,2.5
robust,opt,721,720,720,73,1,3.6,0,0.0,3.6
robust,opt,722,721,721,73,2,4.4,0,0.0,4.4
robust,opt,723,722,722,73,3,3.8,0,0.0,3.8
robust,opt,724,723,723,73,4,4.6,0,0.0,4.6
robust,opt,725,724,724,73,5,2.1,0,0.0,2.1
robust,opt,726,725,725,73,6,2.5,0,0.0,2.5
robust,opt,727,726,726,73,7,3.5,0,0.0,3.5
robust,opt,728,727,727,73,8,3.1,0,0.0,3.1
robust,opt,729,728,728,73,9,4.6,0,0.0,4.6
robust,opt,730,729,729,73,10,4.0,0,0.0,4.0
robust,opt,731,730,730,74,1,3.7,0,0.0,3.7
robust,opt,732,731,731,74,2,4.7,0,0.0,4.7
robust,opt,733,732,732,74,3,3.9,0,0.0,3.9
robust,opt,734,733,733,74,4,2.8,0,0.0,2.8
robust,opt,735,734,734,74,5,4.1,0,0.0,4.1
robust,opt,736,735,735,74,6,2.5,0,0.0,2.5
robust,opt,737,736,736,74,7,3.1,0,0.0,3.1
robust,opt,738,737,737,74,8,3.2,0,0.0,3.2
robust,opt,739,738,738,74,9,2.8,0,0.0,2.8
robust,opt,740,739,739,74,10,3.7,0,0.0,3.7
robust,opt,741,740,740,75,1,2.8,0,0.0,2.8
robust,opt,742,741,741,75,2,2.2,0,0.0,2.2
robust,opt,743,742,742,75,3,1.4,0,0.0,1.4
robust,opt,744,743,743,75,4,3.1,0,0.0,3.1
robust,opt,745,744,744,75,5,2.0,0,0.0,2.0
robust,opt,746,745,745,75,6,3.2,0,0.0,3.2
robust,opt,747,746,746,75,7,3.3,0,0.0,3.3
robust,opt,748,747,747,75,8,1.9,0,0.0,1.9
robust,opt,749,748,748,75,9,3.4,0,0.0,3.4
robust,opt,750,749,749,75,10,3.1,0,0.0,3.1
robust,opt,751,750,750,76,1,3.0,0,0.0,3.0
robust,opt,752,751,751,76,2,2.7,0,0.0,2.7
robust,opt,753,752,752,76,3,1.6,0,0.0,1.6
robust,opt,754,753,753,76,4,3.2,0,0.0,3.2
robust,opt,755,754,754,76,5,2.0,0,0.0,2.0
robust,opt,756,755,755,76,6,2.8,0,0.0,2.8
robust,opt,757,756,756,76,7,3.9,0,0.0,3.9
robust,opt,758,757,757,76,8,3.3,0,0.0,3.3
robust,opt,759,758,758,76,9,2.4,0,0.0,2.4
robust,opt,760,759,759,76,10,2.6,0,0.0,2.6
robust,opt,761,760,760,77,1,4.0,0,0.0,4.0
robust,opt,762,761,761,77,2,2.4,0,0.0,2.4
robust,opt,763,762,762,77,3,4.1,0,0.0,4.1
robust,opt,764,763,763,77,4,2.9,0,0.0,2.9
robust,opt,765,764,764,77,5,3.4,0,0.0,3.4
robust,opt,766,765,765,77,6,2.3,0,0.0,2.3
robust,opt,767,766,766,77,7,2.0,0,0.0,2.0
robust,opt,768,767,767,77,8,3.7,0,0.0,3.7
robust,opt,769,768,768,77,9,3.1,0,0.0,3.1
robust,opt,770,769,769,77,10,6.8,0,0.0,6.8
robust,opt,771,770,770,78,1,4.7,0,0.0,4.7
robust,opt,772,771,771,78,2,3.4,0,0.0,3.4
robust,opt,773,772,772,78,3,2.4,0,0.0,2.4
robust,opt,774,773,773,78,4,3.1,0,0.0,3.1
robust,opt,775,774,774,78,5,4.0,0,0.0,4.0
robust,opt,776,775,775,78,6,3.5,0,0.0,3.5
robust,opt,777,776,776,78,7,4.2,0,0.0,4.2
robust,opt,778,777,777,78,8,2.3,0,0.0,2.3
robust,opt,779,778,778,78,9,2.6,0,0.0,2.6
robust,opt,780,779,779,78,10,4.5,0,0.0,4.5
robust,opt,781,780,780,79,1,5.2,0,0.0,5.2
robust,opt,782,781,781,79,2,2.5,0,0.0,2.5
robust,opt,783,782,782,79,3,2.4,0,0.0,2.4
robust,opt,784,783,783,79,4,3.2,0,0.0,3.2
robust,opt,785,784,784,79,5,3.0,0,0.0,3.0
robust,opt,786,785,785,79,6,3.5,0,0.0,3.5
robust,opt,787,786,786,79,7,2.2,0,0.0,2.2
robust,opt,788,787,787,79,8,1.6,0,0.0,1.6
robust,opt,789,788,788,79,9,10.7,1,10.7,0.0
robust,opt,790,789,789,79,10,18.8,1,18.8,0.0
robust,opt,791,790,790,80,1,7.0,0,0.0,7.0
robust,opt,792,791,791,80,2,3.0,0,0.0,3.0
robust,opt,793,792,792,80,3,2.1,0,0.0,2.1
robust,opt,794,793,793,80,4,3.3,0,0.0,3.3
robust,opt,795,794,794,80,5,2.5,0,0.0,2.5
robust,opt,796,795,795,80,6,3.6,0,0.0,3.6
robust,opt,797,796,796,80,7,2.8,0,0.0,2.8
robust,opt,798,797,797,80,8,4.0,0,0.0,4.0
robust,opt,799,798,798,80,9,3.2,0,0.0,3.2
robust,opt,800,799,799,80,10,5.8,0,0.0,5.8
robust,opt,801,800,800,81,1,2.7,0,0.0,2.7
robust,opt,802,801,801,81,2,2.1,0,0.0,2.1
robust,opt,803,802,802,81,3,1.9,0,0.0,1.9
robust,opt,804,803,803,81,4,3.9,0,0.0,3.9
robust,opt,805,804,804,81,5,3.9,0,0.0,3.9
robust,opt,806,805,805,81,6,6.8,0,0.0,6.8
robust,opt,807,806,806,81,7,3.5,0,0.0,3.5
robust,opt,808,807,807,81,8,0.8,0,0.0,0.8
robust,opt,809,808,808,81,9,5.1,0,0.0,5.1
robust,opt,810,809,809,81,10,5.0,0,0.0,5.0
robust,opt,811,810,810,82,1,2.9,0,0.0,2.9
robust,opt,812,811,811,82,2,3.3,0,0.0,3.3
robust,opt,813,812,812,82,3,3.6,0,0.0,3.6
robust,opt,814,813,813,82,4,3.5,0,0.0,3.5
robust,opt,815,814,814,82,5,2.5,0,0.0,2.5
robust,opt,816,815,815,82,6,3.3,0,0.0,3.3
robust,opt,817,816,816,82,7,3.0,0,0.0,3.0
robust,opt,818,817,817,82,8,2.0,0,0.0,2.0
robust,opt,819,818,818,82,9,2.1,0,0.0,2.1
robust,opt,820,819,819,82,10,4.0,0,0.0,4.0
robust,opt,821,820,820,83,1,1.2,0,0.0,1.2
robust,opt,822,821,821,83,2,2.5,0,0.0,2.5
robust,opt,823,822,822,83,3,3.1,0,0.0,3.1
robust,opt,824,823,823,83,4,2.9,0,0.0,2.9
robust,opt,825,824,824,83,5,2.9,0,0.0,2.9
robust,opt,826,825,825,83,6,3.6,0,0.0,3.6
robust,opt,827,826,826,83,7,2.4,0,0.0,2.4
robust,opt,828,827,827,83,8,3.2,0,0.0,3.2
robust,opt,829,828,828,83,9,1.6,0,0.0,1.6
robust,opt,830,829,829,83,10,2.4,0,0.0,2.4
robust,opt,831,830,830,84,1,3.3,0,0.0,3.3
robust,opt,832,831,831,84,2,4.1,0,0.0,4.1
robust,opt,833,832,832,84,3,2.6,0,0.0,2.6
robust,opt,834,833,833,84,4,1.7,0,0.0,1.7
robust,opt,835,834,834,84,5,3.6,0,0.0,3.6
robust,opt,836,835,835,84,6,2.7,0,0.0,2.7
robust,opt,837,836,836,84,7,3.1,0,0.0,3.1
robust,opt,838,837,837,84,8,3.8,0,0.0,3.8
robust,opt,839,838,838,84,9,4.9,0,0.0,4.9
robust,opt,840,839,839,84,10,4.1,0,0.0,4.1
robust,opt,841,840,840,85,1,3.0,0,0.0,3.0
robust,opt,842,841,841,85,2,3.4,0,0.0,3.4
robust,opt,843,842,842,85,3,2.7,0,0.0,2.7
robust,opt,844,843,843,85,4,4.7,0,0.0,4.7
robust,opt,845,844,844,85,5,5.3,0,0.0,5.3
robust,opt,846,845,845,85,6,2.5,0,0.0,2.5
robust,opt,847,846,846,85,7,3.3,0,0.0,3.3
robust,opt,848,847,847,85,8,2.2,0,0.0,2.2
robust,opt,849,848,848,85,9,3.4,0,0.0,3.4
robust,opt,850,849,849,85,10,3.9,0,0.0,3.9
robust,opt,851,850,850,86,1,1.8,0,0.0,1.8
robust,opt,852,851,851,86,2,3.0,0,0.0,3.0
robust,opt,853,852,852,86,3,3.8,0,0.0,3.8
robust,opt,854,853,853,86,4,2.7,0,0.0,2.7
robust,opt,855,854,854,86,5,5.0,0,0.0,5.0
robust,opt,856,855,855,86,6,5.2,0,0.0,5.2
robust,opt,857,856,856,86,7,2.2,0,0.0,2.2
robust,opt,858,857,857,86,8,3.2,0,0.0,3.2
robust,opt,859,858,858,86,9,3.0,0,0.0,3.0
robust,opt,860,859,859,86,10,3.8,0,0.0,3.8
robust,opt,861,860,860,87,1,1.2,0,0.0,1.2
robust,opt,862,861,861,87,2,4.6,0,0.0,4.6
robust,opt,863,862,862,87,3,3.1,0,0.0,3.1
robust,opt,864,863,863,87,4,3.9,0,0.0,3.9
robust,opt,865,864,864,87,5,1.5,0,0.0,1.5
robust,opt,866,865,865,87,6,3.7,0,0.0,3.7
robust,opt,867,866,866,87,7,5.1,0,0.0,5.1
robust,opt,868,867,867,87,8,4.0,0,0.0,4.0
robust,opt,869,868,868,87,9,3.4,0,0.0,3.4
robust,opt,870,869,869,87,10,3.4,0,0.0,3.4
robust,opt,871,870,870,88,1,3.1,0,0.0,3.1
robust,opt,872,871,871,88,2,2.4,0,0.0,2.4
robust,opt,873,872,872,88,3,3.2,0,0.0,3.2
robust,opt,874,873,873,88,4,4.1,0,0.0,4.1
robust,opt,875,874,874,88,5,3.6,0,0.0,3.6
robust,opt,876,875,875,88,6,4.6,0,0.0,4.6
robust,opt,877,876,876,88,7,4.5,0,0.0,4.5
robust,opt,878,877,877,88,8,4.3,0,0.0,4.3
robust,opt,879,878,878,88,9,2.1,0,0.0,2.1
robust,opt,880,879,879,88,10,2.6,0,0.0,2.6
robust,opt,881,880,880,89,1,2.5,0,0.0,2.5
robust,opt,882,881,881,89,2,0.9,0,0.0,0.9
robust,opt,883,882,882,89,3,2.8,0,0.0,2.8
robust,opt,884,883,883,89,4,4.4,0,0.0,4.4
robust,opt,885,884,884,89,5,2.5,0,0.0,2.5
robust,opt,886,885,885,89,6,3.5,0,0.0,3.5
robust,opt,887,886,886,89,7,3.0,0,0.0,3.0
robust,opt,888,887,887,89,8,3.3,0,0.0,3.3
robust,opt,889,888,888,89,9,3.4,0,0.0,3.4
robust,opt,890,889,889,89,10,3.8,0,0.0,3.8
robust,opt,891,890,890,90,1,3.0,0,0.0,3.0
robust,opt,892,891,891,90,2,2.9,0,0.0,2.9
robust,opt,893,892,892,90,3,2.4,0,0.0,2.4
robust,opt,894,893,893,90,4,3.5,0,0.0,3.5
robust,opt,895,894,894,90,5,2.3,0,0.0,2.3
robust,opt,896,895,895,90,6,3.5,0,0.0,3.5
robust,opt,897,896,896,90,7,2.7,0,0.0,2.7
robust,opt,898,897,897,90,8,3.1,0,0.0,3.1
robust,opt,899,898,898,90,9,2.5,0,0.0,2.5
robust,opt,900,899,899,90,10,5.4,0,0.0,5.4
robust,opt,901,900,900,91,1,2.9,0,0.0,2.9
robust,opt,902,901,901,91,2,4.9,0,0.0,4.9
robust,opt,903,902,902,91,3,2.5,0,0.0,2.5
robust,opt,904,903,903,91,4,2.9,0,0.0,2.9
robust,opt,905,904,904,91,5,4.4,0,0.0,4.4
robust,opt,906,905,905,91,6,3.0,0,0.0,3.0
robust,opt,907,906,906,91,7,5.8,0,0.0,5.8
robust,opt,908,907,907,91,8,4.5,0,0.0,4.5
robust,opt,909,908,908,91,9,5.6,0,0.0,5.6
robust,opt,910,909,909,91,10,2.0,0,0.0,2.0
robust,opt,911,910,910,92,1,2.8,0,0.0,2.8
robust,opt,912,911,911,92,2,3.9,0,0.0,3.9
robust,opt,913,912,912,92,3,4.2,0,0.0,4.2
robust,opt,914,913,913,92,4,4.6,0,0.0,4.6
robust,opt,915,914,914,92,5,3.7,0,0.0,3.7
robust,opt,916,915,915,92,6,3.0,0,0.0,3.0
